Target,Text,Score,Dimension,Annotator_ID
Barack Obama,"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident",1,Competence,Annotator_82
Women,I love how #liberals only accuse #conservatives of war on women when we don't want to fund Planned Parenthood,0,Competence,Annotator_82
Religious people,MillennialAscension is to break away from religious ideologies that keep you trapped believing your religion is the all and mighty powerful . We must evolve and move past religion before it destroys us all . I am an atheist . I do not believe in any god or any religion .,-3,Competence,Annotator_82
Hillary Clinton,@user @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS.  #ITrustHillary,2,Competence,Annotator_82
Barack Obama,"WHAT IS ""THE THREAD OF VIOLIN EXTREMISM?"" #OBAMA #ISIS #ISIL #tcot #Elocution",-2,Competence,Annotator_82
Donald Trump,"Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball.",-2,Competence,Annotator_82
Hillary Clinton,This is not her first time at the rodeo!  @HillaryClinton doesn't care who likes her or not This woman is on a mission #Tough,3,Competence,Annotator_82
Hillary Clinton,Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,3,Competence,Annotator_82
Women,Progress for #AfricanAmericans check. Progress for #Gay people check. Progress for #Women. Waiting waiting waiting....,0,Competence,Annotator_82
Donald Trump,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,-3,Competence,Annotator_82
Hillary Clinton,@marcorubio will not let our enemies take advantage of us like Obama is doing & Hillary will do! @user #NewAmericanCentury,2,Competence,Annotator_82
Donald Trump,RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,0,Competence,Annotator_82
Women,Just owned a woman who works for planned parenthood. #factsonly,-1,Competence,Annotator_82
Hillary Clinton,@realDonaldTrump @WhoopiGoldberg @user #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll,2,Competence,Annotator_82
Donald Trump,"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass",1,Competence,Annotator_82
Women,@user Not so great for the women you want to force to give birth against their wills. #rapeculture,0,Competence,Annotator_82
Donald Trump,Trump and his comb over are gonna take over America #IndependenceDay,3,Competence,Annotator_82
Hillary Clinton,Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,2,Competence,Annotator_82
Donald Trump,.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired,-3,Competence,Annotator_82
Barack Obama,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.",-2,Competence,Annotator_82
Donald Trump,@user @WhiteHouse @realDonaldTrump I was raised a Democrat- but never would my Mother -going to vote for Trump 2020 ! They have gone far left ! I am 69 ! Just finding my voice ! Trump is right on it ! I will fight you tooth and nail ! Our freedoms are so important ! Democrats will end us ! Come at me !,3,Competence,Annotator_82
Women,So you want equality in the work place between men and woman but you won't take the trash out..? Makes sense,-2,Competence,Annotator_82
Nonreligious people,I don't even recognize America anymore. #scary,0,Competence,Annotator_82
Hillary Clinton,"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",-1,Competence,Annotator_82
Women,"To the young woman I stood next to at KL airport. Sorry I did not step in when your partner grabbed, threatened you #YesAllWomen",0,Competence,Annotator_82
Donald Trump,He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy,2,Competence,Annotator_82
Donald Trump,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",0,Competence,Annotator_82
Donald Trump,"@user There goes the Latino vote, Donald Dumb!!",-3,Competence,Annotator_82
Hillary Clinton,@user @SpeakerBoehner @user @user What her emails? They released the rest all very boring.,2,Competence,Annotator_82
Hillary Clinton,"I think marriage is as it has always been, between a man and a woman. - @HillaryClinton  #MarriageEquaility #justsaying",-1,Competence,Annotator_82
Hillary Clinton,@HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. #Hypocrite #WakeUpAmerica,2,Competence,Annotator_82
Hillary Clinton,Another #Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,2,Competence,Annotator_82
Hillary Clinton,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",2,Competence,Annotator_82
Hillary Clinton,"You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country #Benghazi",-2,Competence,Annotator_82
Hillary Clinton,Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!,3,Competence,Annotator_82
Donald Trump,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair,-3,Competence,Annotator_82
Hillary Clinton,"#Clintonemails are just a prelude of what her presidency could be if elected, a myrad of scandals @GOP @FloridaGOP @marcorubio",2,Competence,Annotator_82
Hillary Clinton,I think I am going to vote for Monica Lewinsky's Ex- boyfriends Wife,-2,Competence,Annotator_82
Donald Trump,@user @user @realDonaldTrump I'm 71 and loved Reagan but really Trump tops them all .,3,Competence,Annotator_82
Donald Trump,Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault,2,Competence,Annotator_82
Hillary Clinton,Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement...,-2,Competence,Annotator_82
Women,@spectator exactly women are so weak and incapable the sight of one in a slim skin is giving them an attack of the vapours,-3,Competence,Annotator_82
Hillary Clinton,@user this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. #uniteright,-2,Competence,Annotator_82
Religious people,"Religious people are people too...... Just bigoted,genitalia mutilating, angry gullible people",-3,Competence,Annotator_82
Hillary Clinton,RT @user: Are y'all at #UTEP ready for #MarcoRubio in #2016 #Miners #LadyMiners #UniversityOfTexasElPaso #Rubio #New...,0,Competence,Annotator_82
Religious people,...because #god made it that way is literally not ever the answer. Keep curiosity alive.,-2,Competence,Annotator_82
Donald Trump,Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,3,Competence,Annotator_82
Environmentalists,"When the Last Tree Is Cut Down, the Last Fish Eaten & the Last Stream Poisoned, You Will Realize That You Cannot Eat Money",0,Competence,Annotator_82
Hillary Clinton,"@user No, she's got the #BlackLivesMatter vote w/o even talking to them.  Most blacks are brainwashed by @TheDemocrats",2,Competence,Annotator_82
Women,@user @user well said. Men are playing political football with women's right to have control over our bodies. #fail,0,Competence,Annotator_82
Hillary Clinton,@HillaryClinton Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,1,Competence,Annotator_82
Hillary Clinton,"HRC is a war monger, every bit as bad as any Republican in the race, and probably worse than some.",2,Competence,Annotator_82
Donald Trump,@Reince This is very credible! Good work! America is desperately in need of good leadership. #VoteGOP #NoHillary,1,Competence,Annotator_82
Women,RT @user: The single most important factor for women's advancement in society is our ability to control our fertility.,0,Competence,Annotator_82
Environmentalists,We're growing vegetables at home. Tell your friends and followers what you're doing for climate! #myChangeForClimate,2,Competence,Annotator_82
Hillary Clinton,@HillaryClinton will pick @SenWarren for VP -Mark my tweet. #UnstoppableTicket #ElizabethWarren,1,Competence,Annotator_82
Hillary Clinton,"Obama is 'opportunist,' Hillary Clinton no different just 'more militant' - Chomsky #TruthBeTold #notmypresident",2,Competence,Annotator_82
Hillary Clinton,"It's Monday night,do you know where your Hillary supporters are? In Rock Hill at our Amazing Phone bank! Come join!HillaryforSC",0,Competence,Annotator_82
Hillary Clinton,@HillaryClinton the @user speaks of women in leadership roles bringing about a more compassionate world. #potus,2,Competence,Annotator_82
Women,@user I have 2 words for u  #Benghazi  #whitewater. She's morally questionable. We as women should demand better,-1,Competence,Annotator_82
Barack Obama,"@theblaze If you think Hillary isn't taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",1,Competence,Annotator_82
Women,Expel them_ #male millionaires from society!  All Rights for women and children!  Stop #children #women trafficking!,0,Competence,Annotator_82
Women,Men want women to take their name in marriage for male pride. Because female pride doesn't matter. #genderequality,0,Competence,Annotator_82
Women,It's nights like this when I'm not so fond of my long hair. I just wanna chop it all off! #heatwave #pnwgirl,0,Competence,Annotator_82
Barack Obama,I suspect Hillary's Scooby Doo tour is being used as a distraction from ServerGate et al.  #NoObamaThirdTerm,1,Competence,Annotator_82
Hillary Clinton,Bill Clinton just wants to be the first dude to be President and bang one.,-2,Competence,Annotator_82
Religious people,"The same ppl who think Paul spoke ""for God"" when denouncing gays also think the current Pope does not speak for God.",-2,Competence,Annotator_82
Donald Trump,@realDonaldTrump Canada supports you! Please stop the ILLEGALS at your boarder before they get to ours.,3,Competence,Annotator_82
Women,"RT @user: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",2,Competence,Annotator_82
Women,Are we so desperate in this country to seriously consider a 60+ woman as president?,-2,Competence,Annotator_82
Women,Wonder what it'd be like to wear a dress and NOT be sexually harassed for it.  #YesAllWomen,0,Competence,Annotator_82
Hillary Clinton,"@user @user Open mouth, reveal heart-Margaret Sanger,architect for black genocide @user @user #HillarySoWhite",1,Competence,Annotator_82
Donald Trump,@user @user Our neighbours on our street in Saskatoon had a Trump sign during the election . How are we going to forget that ?,0,Competence,Annotator_82
Hillary Clinton,@CNN @jimsciutto Good i'view #Brianna. #Hillary NOT responsible 4 slander/libel-lies r indefensible. WILL be next #POTUS.,-1,Competence,Annotator_82
Hillary Clinton,@user Awww does #Killary think posing for that pic will make her look like a real human? @user #Benghazi #Shillary,-1,Competence,Annotator_82
Hillary Clinton,"I need @JamesCarville & @HillaryClinton to stop emailing me. I love you, but I need my space. #stillvotingforyou",-1,Competence,Annotator_82
