Text,Target,Dimension,Annotator_1,Annotator_2,Annotator_3,Annotator_4,Annotator_5,Annotator_6,Annotator_7
"Religion causes an arrested social development, which stopped having any sense centuries ago",Religious people,Competence,-1,-1,-2,-3,2,,
"Religion causes an arrested social development, which stopped having any sense centuries ago",Religious people,Sociability,-2,-2,-2,-2,-2,,
"Religion causes an arrested social development, which stopped having any sense centuries ago",Religious people,Trust,0,-3,1,-2,-3,,
Religion is like a booger on the face of the earth. Atheists have the tissues.  #church #god #pray,Nonreligious people,Competence,2,0,3,-3,-2,,
Religion is like a booger on the face of the earth. Atheists have the tissues.  #church #god #pray,Nonreligious people,Sociability,-1,1,-2,0,3,,
Religion is like a booger on the face of the earth. Atheists have the tissues.  #church #god #pray,Nonreligious people,Trust,3,2,2,0,-1,,
"Religion lies on a collective apophenia, but you need certain conditions to keep it on and those are disappearing",Religious people,Competence,0,-3,-2,-1,2,-1,1
"Religion lies on a collective apophenia, but you need certain conditions to keep it on and those are disappearing",Religious people,Sociability,-2,0,0,0,-2,,
"Religion lies on a collective apophenia, but you need certain conditions to keep it on and those are disappearing",Religious people,Trust,-1,-1,-2,-2,2,,
Religious holidays should not be public. #RightsAndRecourse #Transformation,Religious people,Competence,0,2,-2,-2,0,,
Religious holidays should not be public. #RightsAndRecourse #Transformation,Religious people,Sociability,-2,-1,-1,-2,0,0,
Religious holidays should not be public. #RightsAndRecourse #Transformation,Religious people,Trust,-3,0,0,-2,-1,,
Religious leader's pay depends on convincing you that their pile of superstitions is actually true. #freethinker,Religious people,Competence,-2,1,3,-2,-2,,
Religious leader's pay depends on convincing you that their pile of superstitions is actually true. #freethinker,Religious people,Sociability,-2,-2,-1,-2,-3,,
Religious leader's pay depends on convincing you that their pile of superstitions is actually true. #freethinker,Religious people,Trust,0,-3,-2,1,-3,0,
Religious leaders are like political leaders - they say what they think people want to hear.  #freethinker,Religious people,Competence,2,2,-2,-2,,,
Religious leaders are like political leaders - they say what they think people want to hear.  #freethinker,Religious people,Sociability,-1,-1,-1,-2,0,,
Religious leaders are like political leaders - they say what they think people want to hear.  #freethinker,Religious people,Trust,1,-2,-1,-2,-3,,
"Religious people are people too...... Just bigoted,genitalia mutilating, angry gullible people",Religious people,Competence,-3,-2,-2,-3,-3,-3,
"Religious people are people too...... Just bigoted,genitalia mutilating, angry gullible people",Religious people,Sociability,-3,-3,-2,-3,-3,,
"Religious people are people too...... Just bigoted,genitalia mutilating, angry gullible people",Religious people,Trust,-2,-3,-2,-3,-3,,
"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Women,Competence,0,-1,-1,2,-3,1,2
"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Women,Sociability,-1,0,-1,-3,-2,,
"Remember men, if a woman hits you, you have no right to defend yourself #DeAndreJohnson",Women,Trust,-2,-3,-2,-2,0,,
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation,Donald Trump,Competence,-1,1,2,2,-1,-1,
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation,Donald Trump,Sociability,-2,-1,-1,-1,0,-2,
Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation,Donald Trump,Trust,-2,-2,-3,-1,-2,,
Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare.,Barack Obama,Competence,2,-1,2,0,-2,-3,0
Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare.,Barack Obama,Sociability,-2,-2,-2,-2,-3,,
Reminder: DemocRATs STOLE  $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare.,Barack Obama,Trust,-3,0,-3,-3,-2,,
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Donald Trump,Competence,0,0,0,0,1,2,-1
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Donald Trump,Sociability,-2,-2,2,-3,-1,,
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Donald Trump,Trust,-2,-2,-2,-1,-1,,
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Hillary Clinton,Competence,3,2,1,3,2,-1,
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Hillary Clinton,Sociability,2,2,2,3,-1,,
Republican candidates continuing to spread hatred and alienating the voters. Hillary wins!  #LoveWins #MikeHuckabee #Rubio2016,Hillary Clinton,Trust,1,2,3,0,3,,
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Donald Trump,Competence,-1,0,-3,0,0,1,1
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Donald Trump,Sociability,-1,0,0,0,1,,
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Donald Trump,Trust,1,-2,-3,0,-2,,
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Hillary Clinton,Competence,-1,0,-3,0,0,0,0
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Hillary Clinton,Sociability,-1,-2,-2,-1,0,,
"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary,  I'm not voting!",Hillary Clinton,Trust,-3,0,-1,-2,0,,
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,Donald Trump,Competence,3,3,2,3,2,-3,
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,Donald Trump,Sociability,-1,2,2,3,-1,,
Republicans in the White House will make America great again! #Trump #educateyourself #boycottlibralmedia,Donald Trump,Trust,2,2,2,2,3,,
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,Competence,-1,3,-3,-2,-1,,
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,Sociability,-3,-1,3,0,-3,-3,
Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination.,Donald Trump,Trust,-3,-2,-3,-3,-3,,
Rhodham Hood: It takes a village to  community organize wealth redistribution Obama-style.,Barack Obama,Competence,2,-3,0,2,2,,
Rhodham Hood: It takes a village to  community organize wealth redistribution Obama-style.,Barack Obama,Sociability,0,0,-1,1,1,,
Rhodham Hood: It takes a village to  community organize wealth redistribution Obama-style.,Barack Obama,Trust,2,0,1,2,1,,
"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit.",Hillary Clinton,Competence,-3,-3,2,-1,-2,-1,
"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit.",Hillary Clinton,Sociability,-2,-2,-1,-2,-2,,
"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit.",Hillary Clinton,Trust,-3,-3,-3,-2,-3,,
"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",Hillary Clinton,Competence,-2,-2,0,-1,-3,1,
"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",Hillary Clinton,Sociability,-2,-2,2,-3,-3,,
"SUCCESS:  @HillaryClinton said she's receiving a constant barrage of attacks from ""the Right.""  Great job, guys. Keep it up!",Hillary Clinton,Trust,1,-3,-3,0,3,,
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Hillary Clinton,Competence,2,2,0,1,1,,
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Hillary Clinton,Sociability,0,-2,-2,-2,-2,,
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Hillary Clinton,Trust,-2,0,-3,-2,-2,,
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Women,Competence,1,0,0,-3,2,,
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Women,Sociability,0,0,0,0,-2,,
"Saudi Arabia imprisons & flogs rape victims. ""Women's champion"" @HillaryClinton has accepted MILLIONS $$$ from Saudi govt #tcot",Women,Trust,-3,-2,-3,1,2,,
Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,Competence,-1,3,-2,-1,-1,,
Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,Sociability,-3,-1,-1,-2,2,-3,
Save an intern.... Keep Bill & Hillary out of the White House.,Hillary Clinton,Trust,-2,0,-2,-3,-3,,
Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,Hillary Clinton,Competence,3,2,3,2,3,,
Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,Hillary Clinton,Sociability,2,3,3,2,3,,
Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,Hillary Clinton,Trust,2,3,3,3,3,2,
Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin,Women,Competence,0,2,1,-2,0,,
Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin,Women,Sociability,1,3,3,-3,1,2,
Saw something about Facebook moving the gender icons around. Women are officially not living in the shadow of a man! #InternetWin,Women,Trust,2,2,1,2,0,,
Secularism = The only sure way to prevent the nightmare of a religious boot stamping on the human face - forever. #Freedom =,Religious people,Competence,-2,-2,-1,1,-2,,
Secularism = The only sure way to prevent the nightmare of a religious boot stamping on the human face - forever. #Freedom =,Religious people,Sociability,0,-3,-3,-1,-1,,
Secularism = The only sure way to prevent the nightmare of a religious boot stamping on the human face - forever. #Freedom =,Religious people,Trust,-3,-2,-3,0,-3,,
Secularism. . .secularism. I'm just gonna say this one more time. Secularism. Learn it. #religiousfreedom #freedomfromreligion,Religious people,Competence,-1,1,-1,-1,1,,
Secularism. . .secularism. I'm just gonna say this one more time. Secularism. Learn it. #religiousfreedom #freedomfromreligion,Religious people,Sociability,1,0,-2,-1,0,,
Secularism. . .secularism. I'm just gonna say this one more time. Secularism. Learn it. #religiousfreedom #freedomfromreligion,Religious people,Trust,1,3,-3,-3,-3,,
Seems like they tolerate Prince Andrew & his being pals with Jeffrey Epstein & Ghislaine Maxwell & hanging out at his Island with teenage girls . Hypocrites . Meghan was being bullied by a racist press .,Women,Competence,0,2,-3,-2,2,,
Seems like they tolerate Prince Andrew & his being pals with Jeffrey Epstein & Ghislaine Maxwell & hanging out at his Island with teenage girls . Hypocrites . Meghan was being bullied by a racist press .,Women,Sociability,1,-2,-2,0,0,,
Seems like they tolerate Prince Andrew & his being pals with Jeffrey Epstein & Ghislaine Maxwell & hanging out at his Island with teenage girls . Hypocrites . Meghan was being bullied by a racist press .,Women,Trust,-1,-3,-3,2,-2,-1,
Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,Hillary Clinton,Competence,1,1,0,2,0,-3,
Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,Hillary Clinton,Sociability,2,1,0,0,1,,
Sending u gay bear love from Chicago @HillaryClinton #HillaryMyPresident,Hillary Clinton,Trust,1,3,2,2,2,,
Serious question for my atheist libertarians: How can rights exist without God? #ChristianLibertarian,Nonreligious people,Competence,-2,2,-3,0,,,
Serious question for my atheist libertarians: How can rights exist without God? #ChristianLibertarian,Nonreligious people,Sociability,1,-2,0,0,-1,,
Serious question for my atheist libertarians: How can rights exist without God? #ChristianLibertarian,Nonreligious people,Trust,0,-3,0,0,0,,
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,Competence,-3,-3,0,-1,-3,,
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,Sociability,-1,-2,-3,-1,-2,,
Serious question that came up at dinner--is @realDonaldTrump's craziness just signs of early-onset Alzheimer's?,Donald Trump,Trust,-3,0,-2,-2,-1,,
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA",Hillary Clinton,Competence,-2,2,0,0,1,,
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA",Hillary Clinton,Sociability,-1,-2,-1,-2,-2,,
"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA",Hillary Clinton,Trust,0,-3,-3,-2,1,,
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish.",Hillary Clinton,Competence,-2,2,3,3,3,2,3
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish.",Hillary Clinton,Sociability,1,3,2,2,3,,
"She's smarter and works harder . Empty accusations,inferences,gossip and rumors are rubbish.",Hillary Clinton,Trust,2,2,2,3,3,,
Sir David Attenborough and @BarackObama  dissgussing the planet future. The room doesn't get any better than this.,Barack Obama,Competence,3,3,2,0,1,,
